Card Name,Type,Mana Cost,Color Identity,Powep,Toughness,Abilities/Effects,Rarity,Set/Edition,Scryfall ID
Lupinflower Village,Land,,[],,,"{T}: Add {C}.
{T}: Add {W}. Spend this mana only to cast a creature spell.
{1}{W}, {T}, Sacrifice Lupinflower Village: Look at the top six cards of your library. You may reveal a Bat, Bird, Mouse, or Rabbit card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",uncommon,blb,8ab9d56f-9178-4ec9-a5f6-b934f50d8d9d
Mudflat Village,Land,,[],,,"{T}: Add {C}.
{T}: Add {B}. Spend this mana only to cast a creature spell.
{1}{B}, {T}, Sacrifice Mudflat Village: Return target Bat, Lizard, Rat, or Squirrel card from your graveyard to your hand.",uncommon,blb,53ec4ad3-9cf0-4f1b-a9db-d63feee594ab
Rockface Village,Land,,[],,,"{T}: Add {C}.
{T}: Add {R}. Spend this mana only to cast a creature spell.
{R}, {T}: Target Lizard, Mouse, Otter, or Raccoon you control gets +1/+0 and gains haste until end of turn. Activate only as a sorcery.",uncommon,blb,62799d24-39a6-4e66-8ac3-7cafa99e6e6d
Uncharted Haven,Land,,[],,,"Uncharted Haven enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.",common,blb,68b90f54-d629-4126-82cc-13b51d6c1c3e
Plains,Basic Land — Plains,,[],,,({T}: Add {W}.),common,blb,3663ff0c-d02f-49ac-bb88-6f0dbd684337
Plains,Basic Land — Plains,,[],,,({T}: Add {W}.),common,blb,ab53b300-38b2-436c-834c-b0162dd3b757
Plains,Basic Land — Plains,,[],,,({T}: Add {W}.),common,blb,4f04188d-9a76-495d-b3a7-ee44810cf671
Plains,Basic Land — Plains,,[],,,({T}: Add {W}.),common,blb,11a94c04-b6d3-4118-b252-5146eedae4e8
Island,Basic Land — Island,,[],,,({T}: Add {U}.),common,blb,106a5332-0104-4ec9-9e1f-806381ae4cad
Island,Basic Land — Island,,[],,,({T}: Add {U}.),common,blb,f7b92adb-a384-4e03-8ba7-1e41b9fb2516
Island,Basic Land — Island,,[],,,({T}: Add {U}.),common,blb,408eb23f-13fa-4f98-b316-18e3057f9136
Island,Basic Land — Island,,[],,,({T}: Add {U}.),common,blb,2a9db98e-9f1d-4139-95c5-49f9d17a2107
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,faa54bef-c90e-4e9b-b94b-942ea829e0d2
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,0223cf7f-4c6e-487f-babb-a740a15e1f0c
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,dcdbc78a-7854-4a66-911f-a40b33e25f39
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,4650ebaf-8e9f-431c-998d-e0f426b24d41
Mountain,Basic Land — Mountain,,[],,,({T}: Add {R}.),common,blb,c1bba8fb-d763-4efa-8db1-e5e81994b5f9
Mountain,Basic Land — Mountain,,[],,,({T}: Add {R}.),common,blb,02244055-cbeb-4074-9482-42ec20721312
Mountain,Basic Land — Mountain,,[],,,({T}: Add {R}.),common,blb,0b384d24-8771-4860-8fc1-1b74217f1c4c
Mountain,Basic Land — Mountain,,[],,,({T}: Add {R}.),common,blb,8a38bea4-2d1b-442b-aad5-ab1a0ae67aac
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,f791876a-f3fb-45b8-90a9-af846d8b8f74
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,3a7a2a54-47e1-4694-b4f6-b7d659bb2b1f
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,0000419b-0bba-4488-8f7a-6194544ce91e
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,208014f4-eed8-4856-a9d9-dbac10c4aa6a
Plains,Basic Land — Plains,,[],,,({T}: Add {W}.),common,blb,449d4122-ee9d-477c-976a-809ba8cb1443
Plains,Basic Land — Plains,,[],,,({T}: Add {W}.),common,blb,031b61a1-db66-416d-8187-edc32123131f
Island,Basic Land — Island,,[],,,({T}: Add {U}.),common,blb,46848fc2-ba58-4738-b4ce-0399d9053f48
Island,Basic Land — Island,,[],,,({T}: Add {U}.),common,blb,10125dab-fe82-4796-b5db-3bd6ad389e1d
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,6125ffe3-4e48-4e0f-8390-7462446fc8bf
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,4dbfdbdd-6322-4ea6-9680-d4e480d78437
Mountain,Basic Land — Mountain,,[],,,({T}: Add {R}.),common,blb,4b827c54-8bfe-4ef5-830e-e17b8690bbe7
Mountain,Basic Land — Mountain,,[],,,({T}: Add {R}.),common,blb,62aaa129-69ff-4e22-861e-b2efd1cd5a10
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,43b3be4a-973d-4aeb-a94e-37e2710ac178
Forest,Basic Land — Forest,,[],,,({T}: Add {G}.),common,blb,bddc66f7-4e94-4857-ba7d-6b0083d0bfa0
Thundertrap Trainer,Creature — Otter Wizard,{1}{U},['U'],1,2,"Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",rare,blb,e52caa08-34ae-4c74-83ad-008d17005576
Flowerfoot Swordmaster,Token Creature — Mouse Soldier,{W},['W'],1,1,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, Mice you control get +1/+0 until end of turn.
(This token's mana cost is {W}.)",common,tblb,31c977b7-12cb-4e6f-8260-a7399b60940f
Intrepid Rabbit,Token Creature — Rabbit Soldier,{2}{W},['W'],1,1,"When this creature enters, target creature you control gets +1/+1 until end of turn.
(This token's mana cost is {2}{W}.)",common,tblb,3b1cd58d-c0bc-48e5-b6fa-fb222fba77ab
Bushy Bodyguard,Token Creature — Squirrel Warrior,{1}{G},['G'],1,1,"When this creature enters, you may forage. If you do, put two +1/+1 counters on it.
(This token's mana cost is {1}{G}.)",common,tblb,c247d48f-d1e9-4b28-b372-bf4eea67cb8c
Tender Wildguide,Token Creature — Possum Druid,{1}{G},['G'],1,1,"{T}: Add one mana of any color.
{T}: Put a +1/+1 counter on this creature.
(This token's mana cost is {1}{G}.)",common,tblb,88fb4e41-7ce4-45ca-b365-fcde289ffe8c
Daggerfang Duo,Creature — Rat Squirrel,{2}{B},['B'],3,2,"Deathtouch
When Daggerfang Duo enters, you may mill two cards. (You may put the top two cards of your library into your graveyard.)",common,blb,cea2bb34-e328-44fb-918a-72208c9457e4
Diresight,Sorcery,{2}{B},['B'],,,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",common,blb,fada29c0-5293-40a4-b36d-d073ee99e650
Swamp,Basic Land — Swamp,,[],,,({T}: Add {B}.),common,blb,faa54bef-c90e-4e9b-b94b-942ea829e0d2
"Gorex, the Tombshell",Legendary Creature — Zombie Turtle,{6}{B}{B},['B'],4,4,"As an additional cost to cast this spell, you may exile any number of creature cards from your graveyard. This spell costs {2} less to cast for each card exiled this way.
Deathtouch
Whenever Gorex, the Tombshell attacks or dies, choose a card at random exiled with Gorex and put that card into its owner's hand.",uncommon,cmm,12615d0d-e38c-4e7b-918e-33e88299d1f9
"Archelos, Lagoon Mystic",Legendary Creature — Turtle Shaman,{1}{B}{G}{U},"['B', 'G', 'U']",2,4,"As long as Archelos, Lagoon Mystic is tapped, other permanents enter tapped.
As long as Archelos is untapped, other permanents enter untapped.",rare,dmc,d45ec78e-6190-46af-8057-834f5ca41ec8
Wandering Tombshell,Creature — Zombie Turtle,{3}{B},['B'],1,6,,common,dtk,e66e1d97-d676-471a-a140-deb39600a7a9
Dragon Turtle,Creature — Dragon Turtle,{1}{U}{U},['U'],3,5,"Flash
Drag Below — When Dragon Turtle enters, tap it and up to one target creature an opponent controls. They don't untap during their controllers' next untap steps.",rare,afr,d436ba80-386f-40ad-b0ca-a98cc50de964
Kappa Cannoneer,Artifact Creature — Turtle Warrior,{5}{U},['U'],4,4,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Ward {4}
Whenever Kappa Cannoneer or another artifact you control enters, put a +1/+1 counter on Kappa Cannoneer and it can't be blocked this turn.",rare,mh3,6ddc2852-11c4-40da-b26f-6f236349f608
Sailors' Bane,Creature — Dragon Turtle,{7}{U}{U},['U'],7,7,"This spell costs {1} less to cast for each card you own in exile and in your graveyard that's an instant card, a sorcery card, or a card that has an Adventure.
Ward {4} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {4}.)",uncommon,clb,d175a716-5b69-401b-9902-684a30810288
Kappa Cannoneer,Artifact Creature — Turtle Warrior,{5}{U},['U'],4,4,"Improvise (Your artifacts can help cast this spell. Each artifact you tap after you're done activating mana abilities pays for {1}.)
Ward {4}
Whenever Kappa Cannoneer or another artifact you control enters, put a +1/+1 counter on Kappa Cannoneer and it can't be blocked this turn.",rare,mkc,be0c919a-a592-433e-8e36-8fe633974eff
Tidepool Turtle,Creature — Turtle,{3}{U},['U'],2,5,{2}{U}: Scry 1. (Look at the top card of your library. You may put that card on the bottom.),common,dmu,d397fb84-8573-4b2c-be2c-f8fd820342f0
Riptide Turtle,Creature — Turtle,{1}{U},['U'],0,5,"Flash
Defender",common,thb,cc4ba296-950c-4e39-ab5e-06be07e4a190
Aegis Turtle,Creature — Turtle,{U},['U'],0,5,,common,iko,e433e7f0-7417-4dfe-a7a4-3f222b0a835f
Mistford River Turtle,Creature — Turtle,{3}{U},['U'],1,5,"Whenever Mistford River Turtle attacks, another target attacking non-Human creature can't be blocked this turn.",common,eld,0c78c386-c64b-4fab-a718-f18b46360e20
Thriving Turtle,Creature — Turtle,{U},['U'],0,3,"When Thriving Turtle enters, you get {E}{E} (two energy counters).
Whenever Thriving Turtle attacks, you may pay {E}{E}. If you do, put a +1/+1 counter on it.",common,kld,61a112a3-ae4e-4aba-86ac-74a8960a6326
Cold-Water Snapper,Creature — Turtle,{5}{U},['U'],4,5,Hexproof (This creature can't be the target of spells or abilities your opponents control.),common,dom,cf339549-4325-40c6-adde-0cd31bb738e0
Silburlind Snapper,Creature — Turtle,{5}{U},['U'],6,6,Silburlind Snapper can't attack unless you've cast a noncreature spell this turn.,common,soi,d7347f4c-a4b3-4c71-91e5-699475e5926e
Abandon the Post,Sorcery,{1}{R},['R'],,,"Up to two target creatures can't block this turn.
Flashback {3}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",common,mid,983da138-f0f5-46c4-90c2-d3c34cc37d1f
Act of Treason,Sorcery,{2}{R},['R'],,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),common,m20,20234668-53ce-4cc8-892f-30ee3ecfc34c
Active Volcano,Instant,{R},['R'],,,"Choose one —
• Destroy target blue permanent.
• Return target Island to its owner's hand.",common,chr,56adb184-f261-40e1-bdf3-e85d7d13faa2
Akoum Warrior // Akoum Teeth,Creature — Minotaur Warrior // Land,,,,,,uncommon,znr,d8ed0335-daa6-4dbe-a94d-4d56c8cfd093
Akroan Sergeant,Creature — Human Soldier,{2}{R},['R'],2,2,"First strike (This creature deals combat damage before creatures without first strike.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)",common,ori,31913547-460c-45b3-be23-89f0e3a43325
Arc Lightning,Sorcery,{2}{R},['R'],,,"Arc Lightning deals 3 damage divided as you choose among one, two, or three targets.",uncommon,ktk,35c7c392-6782-40c8-bb24-6aad24f14660
Ardent Electromancer,Creature — Human Wizard,{2}{R},['R'],3,2,"When Ardent Electromancer enters, add {R} for each creature in your party. (Your party consists of up to one each of Cleric, Rogue, Warrior, and Wizard.)",common,znr,e8685c8e-935f-49f2-acf2-8e3c41c5b330
Arena Athlete,Creature — Human,{1}{R},['R'],2,1,"Heroic — Whenever you cast a spell that targets Arena Athlete, target creature an opponent controls can't block this turn.",common,uma,bacc2881-26b8-4199-9b7d-e12c75effe6e
Arni Brokenbrow,Legendary Creature — Human Berserker,{2}{R},['R'],3,3,"Haste
Boast — {1}: You may change Arni Brokenbrow's base power to 1 plus the greatest power among other creatures you control until end of turn. (Activate only if this creature attacked this turn and only once each turn.)",rare,khm,ff334bba-0805-4d5d-86c4-99185fe9a77a
Atarka Pummeler,Creature — Ogre Warrior,{4}{R},['R'],4,5,Formidable — {3}{R}{R}: Creatures you control gain menace until end of turn. Activate only if creatures you control have total power 8 or greater. (They can't be blocked except by two or more creatures.),uncommon,dtk,d55f2528-f37f-46b9-b95f-4d142f656723
Awe for the Guilds,Sorcery,{2}{R},['R'],,,Monocolored creatures can't block this turn.,common,dgm,ec644ac3-07a2-43de-8173-9cc18e2ea2d9
Axgard Cavalry,Creature — Dwarf Berserker,{1}{R},['R'],2,2,{T}: Target creature gains haste until end of turn.,common,khm,2411c341-a470-4484-9248-7c1d3ca12978
Agate Assault,Sorcery,{2}{R},['R'],,,"Choose one —
• Agate Assault deals 4 damage to target creature. If that creature would die this turn, exile it instead.
• Exile target artifact.",common,blb,7dd9946b-515e-4e0d-9da2-711e126e9fa6
Basalt Ravager,Creature — Giant Wizard,{3}{R},['R'],4,2,"When Basalt Ravager enters, it deals X damage to any target, where X is the greatest number of creatures you control that have a creature type in common.",uncommon,khm,b32aea04-04f7-48a8-a8ab-8b38fa53da3b
Bathe in Dragonfire,Sorcery,{2}{R},['R'],,,Bathe in Dragonfire deals 4 damage to target creature.,common,bbd,85eff8ed-ba1c-492f-ae29-0698bb7f9849
Boggart Sprite-Chaser,Creature — Goblin Warrior,{1}{R},['R'],1,2,"As long as you control a Faerie, Boggart Sprite-Chaser gets +1/+1 and has flying.",common,lrw,6341b73b-a035-45a2-908d-879c8eed4bbd
Bellows Lizard,Creature — Lizard,{R},['R'],1,1,{1}{R}: Bellows Lizard gets +1/+0 until end of turn.,common,ori,285d2e99-13f1-4ce8-9a54-139de193c1b3
Boggart Forager,Creature — Goblin Rogue,{R},['R'],1,1,"{R}, Sacrifice Boggart Forager: Target player shuffles their library.",common,lrw,fbc26374-d8de-4740-b1ec-ac92cfedbebc
Bladetusk Boar,Creature — Boar,{3}{R},['R'],3,2,Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.),common,jou,5f157fb0-81ac-4108-aafc-7ee81df965a9
Bonebreaker Giant,Creature — Giant,{4}{R},['R'],4,4,,common,m12,cc17e5c1-a6b4-401b-95eb-1c01cd1da570
Borrowed Hostility,Instant,{R},['R'],,,"Escalate {3} (Pay this cost for each mode chosen beyond the first.)
Choose one or both —
• Target creature gets +3/+0 until end of turn.
• Target creature gains first strike until end of turn.",common,emn,dd91a194-6043-4c2d-afc8-427c38996ef4
Boulderfall,Instant,{6}{R}{R},['R'],,,Boulderfall deals 5 damage divided as you choose among any number of targets.,common,ths,66470bac-cce0-4e79-82f9-9fb77aa950eb
Breakneck Berserker,Creature — Dwarf Berserker,{2}{R},['R'],3,2,Haste,common,khm,d6eb23c9-6061-4ad1-a8f3-2c791c49f352
Calibrated Blast,Instant,{2}{R},['R'],,,"Reveal cards from the top of your library until you reveal a nonland card. Put the revealed cards on the bottom of your library in a random order. When you reveal a nonland card this way, Calibrated Blast deals damage equal to that card's mana value to any target.
Flashback {3}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,mh2,37962700-e4d9-419e-8972-d3fd955ff40e
